,Object name,Astrometric RA (hh:mm:ss),"Astrometric Dec (dd mm'ss"")","Dist. from center RA ("")","Dist. from center Dec ("")","Dist. from center Norm ("")",Visual magnitude (V),"RA rate (""/h)","Dec rate (""/h)",ra,dec,V_mag,name_x,id_x,Absolute magntiude (H),Magnitude slope (G),Eccentricity,Perihelion (au),Time of perihelion passage (JD),Longitude of ascending node (deg),Argument of perihelion (deg),Inclination (deg),Epoch (JD),H_mag,name_y,id_y
6152,(2017 BC113),17:48:23.39,-27:31:25.7,-1.E3,5.E3,5057.,24.3,22.5,-9.946,267.0974583333333,-27.523805555555555,24.3,,2017 BC113,18.43,0.15,0.229064678,2.010742,2460729.33920,54.362334,17.604119,14.682634,2460600.5,18.43,,2017 BC113
6153,(2017 DV164),17:48:49.36,-27:03:29.7,-741.,7.E3,6657.,26.0,27.95,-0.9317,267.2056666666666,-27.05825,26.0,,2017 DV164,20.59,0.15,0.157739731,2.2988774,2457724.90173,277.51896,210.74344,6.7136886,2457808.5,20.59,,2017 DV164
6154,(2017 GK16),17:48:12.12,-27:02:05.4,-1.E3,7.E3,6813.,23.1,31.94,-8.301,267.0505,-27.034833333333335,23.1,,2017 GK16,17.76,0.15,0.057441339,2.648819,2461123.02073,40.127247,124.59341,7.4970238,2460600.5,17.76,,2017 GK16
6155,(2017 GG23),17:50:00.80,-28:03:43.4,197.,3.E3,3007.,23.0,56.06,-13.11,267.50333333333333,-28.062055555555556,23.0,,2017 GG23,19.12,0.15,0.116945708,1.9267506,2460219.72440,22.863065,181.00626,6.9465483,2460600.5,19.12,,2017 GG23
6156,(2017 OX174),17:50:38.44,-27:49:12.9,692.,4.E3,3933.,23.9,59.71,-2.562,267.66016666666667,-27.82025,23.9,,2017 OX174,19.92,0.15,0.135322012,1.9523059,2460318.82920,286.86324,339.22962,4.96267,2460600.5,19.92,,2017 OX174
6157,(2017 QH49),17:48:47.19,-27:33:03.3,-769.,5.E3,4902.,22.6,32.23,-1.093,267.196625,-27.550916666666666,22.6,,2017 QH49,17.15,0.15,0.056844898,2.8680335,2461550.66163,280.39339,340.16054,6.9591678,2460600.5,17.15,,2017 QH49
6158,(2017 QX151),17:48:58.82,-29:14:52.5,-616.,-1.E3,1410.,23.0,29.88,-2.054,267.2450833333333,-29.24791666666667,23.0,,2017 QX151,17.39,0.15,0.13694753,2.6617071,2459922.58770,287.31871,52.035165,8.6358193,2460600.5,17.39,,2017 QX151
6159,(2017 RH141),17:48:40.92,-27:57:27.3,-852.,3.E3,3484.,23.6,19.49,-7.408,267.1705,-27.957583333333332,23.6,,2017 RH141,17.18,0.15,0.226815303,2.424675,2460222.60410,50.058699,353.05362,11.536521,2460600.5,17.18,,2017 RH141
6160,(2017 SE318),17:48:26.15,-28:04:26.2,-1.E3,3.E3,3139.,24.9,28.36,-8.445,267.1089583333333,-28.073944444444443,24.9,,2017 SE318,19.51,0.15,0.196792476,1.8955378,2458213.35745,33.362125,41.036127,7.7761428,2458022.5,19.51,,2017 SE318
6161,(2018 ER25),17:49:51.81,-28:04:45.1,79.4,3.E3,2940.,25.0,27.97,-5.875,267.465875,-28.079194444444443,25.0,,2018 ER25,19.58,0.15,0.165282098,2.1305399,2457953.03180,2.4391780,99.235575,4.7670278,2458186.5,19.58,,2018 ER25
6162,(2018 FV66),17:48:54.10,-27:04:14.9,-678.,7.E3,6605.,22.8,56.29,-5.101,267.22541666666666,-27.070805555555555,22.8,,2018 FV66,18.64,0.15,0.209830996,2.0756267,2459994.31970,323.71915,299.71241,3.1730221,2460600.5,18.64,,2018 FV66
6163,(2018 PV105),17:48:34.01,-29:53:46.2,-942.,-4.E3,3722.,23.2,29.0,-1.272,267.14170833333327,-29.896166666666666,23.2,,2018 PV105,17.62,0.15,0.018286252,2.8659705,2460647.27485,281.14583,160.19089,10.898557,2460600.5,17.62,,2018 PV105
6164,(2018 UD35),17:49:29.02,-28:22:54.1,-220.,2.E3,1863.,23.1,25.8,-8.799,267.37091666666663,-28.381694444444445,23.1,,2018 UD35,17.25,0.15,0.04818878,2.9282791,2460710.74298,41.971457,63.086422,10.040366,2460600.5,17.25,,2018 UD35
6165,(2018 VK125),17:49:05.74,-28:05:52.3,-526.,3.E3,2920.,23.0,23.57,-0.36,267.2739166666666,-28.09786111111111,23.0,,2018 VK125,17.02,0.15,0.079960374,2.883236,2460684.47575,275.91883,186.43936,10.100974,2460600.5,17.02,,2018 VK125
6166,(2019 NC120),17:48:36.41,-27:02:46.7,-911.,7.E3,6721.,24.4,27.26,-5.049,267.1517083333333,-27.046305555555556,24.4,,2019 NC120,18.69,0.15,0.2385633,1.9863898,2460480.53920,13.292420,18.940370,4.13482,2460600.5,18.69,,2019 NC120
6167,(2019 RS98),17:50:47.00,-27:03:51.1,804.,7.E3,6643.,23.5,40.23,-8.306,267.6958333333333,-27.064194444444446,23.5,,2019 RS98,18.61,0.15,0.116764466,2.3314704,2460198.79600,33.207337,289.06330,6.2905434,2460600.5,18.61,,2019 RS98
6168,(2019 SZ160),17:48:48.40,-30:29:45.9,-753.,-6.E3,5810.,23.7,41.04,-15.82,267.20166666666665,-30.496083333333335,23.7,,2019 SZ160,18.84,0.15,0.173524569,2.1995813,2460171.44480,35.099677,290.51874,13.072766,2460600.5,18.84,,2019 SZ160
6169,(2019 UY3),17:49:00.59,-29:33:35.3,-593.,-2.E3,2463.,27.1,83.9,-10.38,267.25245833333327,-29.559805555555556,27.1,,2019 UY3,23.93,0.15,0.343462764,1.0360501,2460918.33139,323.37873,24.312893,4.811064,2460600.5,23.93,,2019 UY3
6170,(2019 YE52),17:48:44.39,-29:51:34.4,-806.,-3.E3,3562.,23.9,22.8,0.3174,267.18495833333327,-29.859555555555556,23.9,,2019 YE52,17.94,0.15,0.167953557,2.6513704,2460957.72425,273.99882,225.14445,14.590519,2460600.5,17.94,,2019 YE52
6171,(2020 AY21),17:49:25.52,-27:55:28.7,-266.,3.E3,3506.,23.8,23.04,-8.63,267.3563333333333,-27.92463888888889,23.8,,2020 AY21,17.80,0.15,0.140180331,2.6509238,2460854.32809,48.069351,74.240857,11.220313,2460600.5,17.80,,2020 AY21
6172,(2020 GW30),17:48:31.63,-29:19:43.4,-974.,-2.E3,1837.,23.1,62.18,-10.39,267.13179166666663,-29.328722222222222,23.1,,2020 GW30,19.27,0.15,0.144348154,1.9012186,2460344.53110,347.92101,276.71501,5.3502048,2460600.5,19.27,,2020 GW30
6173,(2020 HT75),17:49:35.14,-28:40:02.9,-139.,821.,833.1,23.4,55.93,-12.06,267.39641666666665,-28.667472222222223,23.4,,2020 HT75,19.31,0.15,0.112888634,1.987967,2460385.28040,15.576770,269.37842,6.6019958,2460600.5,19.31,,2020 HT75
6174,(2020 KU4),17:50:12.98,-27:43:43.3,357.,4.E3,4216.,21.4,64.03,19.6,267.55408333333327,-27.728694444444443,21.4,,2020 KU4,17.59,0.15,0.288624294,1.6662569,2460316.85730,245.48205,57.401328,22.734226,2460600.5,17.59,,2020 KU4
6175,(2020 PR),17:50:42.20,-27:34:07.7,741.,5.E3,4834.,24.7,88.82,-9.169,267.6758333333333,-27.568805555555556,24.7,,2020 PR,21.40,0.15,0.3703617,1.4450746,2460323.55600,346.60753,310.75800,3.6172976,2460600.5,21.40,,2020 PR
6176,(2020 PT13),17:50:09.34,-28:18:01.1,310.,2.E3,2165.,23.2,49.39,-7.944,267.53891666666664,-28.300305555555557,23.2,,2020 PT13,18.74,0.15,0.161570213,1.9903753,2460379.68500,356.50143,325.44360,4.7613362,2460600.5,18.74,,2020 PT13
6177,(2020 QX115),17:48:56.87,-29:45:15.6,-642.,-3.E3,3157.,24.6,29.64,-1.202,267.2369583333333,-29.754333333333335,24.6,,2020 QX115,19.24,0.15,0.194280859,1.9631954,2460642.05666,277.77573,121.94357,11.35672,2460600.5,19.24,,2020 QX115
6178,(2020 RN175),17:49:01.82,-29:36:55.9,-577.,-3.E3,2655.,24.4,51.39,-11.56,267.2575833333333,-29.61552777777778,24.4,,2020 RN175,19.96,0.15,0.21088034,1.8710739,2460374.76980,10.016745,315.05358,7.0254867,2460600.5,19.96,,2020 RN175
6179,(2020 TA54),17:49:26.27,-28:31:51.1,-256.,1.E3,1338.,23.8,49.45,-30.42,267.3594583333333,-28.53086111111111,23.8,,2020 TA54,19.80,0.15,0.092052903,1.6628085,2460972.53825,47.493803,351.16473,23.519422,2460600.5,19.80,,2020 TA54
6180,(2021 CU37),17:49:24.03,-28:48:34.4,-285.,310.,421.2,22.9,31.84,-10.14,267.350125,-28.809555555555555,22.9,,2021 CU37,17.54,0.15,0.032975166,2.8340381,2461329.66682,35.403504,179.65531,9.4328354,2460600.5,17.54,,2021 CU37
6181,(2021 GW124),17:50:57.93,-28:12:07.4,948.,2.E3,2672.,24.2,50.52,-32.86,267.74137499999995,-28.202055555555553,24.2,,2021 GW124,20.30,0.15,0.065708618,1.8908226,2460262.78110,48.480485,124.90281,24.475272,2460600.5,20.30,,2021 GW124
6182,(2021 RK110),17:50:35.29,-27:56:40.2,650.,3.E3,3486.,22.8,65.97,-6.48,267.6470416666666,-27.9445,22.8,,2021 RK110,19.03,0.15,0.175745868,1.7988102,2460423.71570,324.65802,321.91515,3.7994994,2460600.5,19.03,,2021 RK110
6183,(2021 RB118),17:50:23.91,-28:03:19.1,501.,3.E3,3067.,23.7,49.09,-5.804,267.59962499999995,-28.055305555555556,23.7,,2021 RB118,19.27,0.15,0.195868866,1.7526833,2460586.91723,326.83879,21.935847,4.1063908,2460600.5,19.27,,2021 RB118
6184,(2021 RU170),17:48:58.01,-27:24:13.0,-627.,5.E3,5408.,24.2,41.17,-1.432,267.2417083333333,-27.40361111111111,24.2,,2021 RU170,19.50,0.15,0.154701182,1.8670785,2460669.00064,277.36712,95.359344,6.3106365,2460600.5,19.50,,2021 RU170
6185,(2021 SV77),17:50:01.54,-27:07:54.8,207.,6.E3,6353.,23.9,37.2,-6.031,267.5064166666666,-27.131888888888888,23.9,,2021 SV77,19.26,0.15,0.227928344,1.7887636,2461203.20977,356.34162,141.39495,3.6210776,2460600.5,19.26,,2021 SV77
6186,(2021 TY165),17:50:05.78,-28:27:45.5,263.,2.E3,1581.,24.1,52.08,-8.52,267.5240833333333,-28.46263888888889,24.1,,2021 TY165,19.83,0.15,0.155712577,1.8446413,2460551.98434,355.34219,338.43821,4.8698358,2460600.5,19.83,,2021 TY165
6187,(2021 UG8),17:49:46.87,-29:43:31.9,14.5,-3.E3,2988.,26.9,35.56,-7.789,267.44529166666666,-29.725527777777778,26.9,,2021 UG8,22.45,0.15,0.340621367,1.111952,2460346.08010,331.18275,104.49322,5.573411,2460600.5,22.45,,2021 UG8
6188,(2021 VS9),17:48:16.93,-28:55:56.2,-1.E3,-132.,1174.,24.1,29.75,-6.42,267.0705416666666,-28.932277777777777,24.1,,2021 VS9,18.90,0.15,0.194187851,1.9042832,2461007.53424,345.79239,115.88130,5.1473969,2460600.5,18.90,,2021 VS9
6189,(2021 VV99),17:49:17.40,-29:46:57.3,-372.,-3.E3,3215.,24.8,36.09,-11.88,267.3225,-29.78258333333333,24.8,,2021 VV99,19.88,0.15,0.116650294,2.011548,2460784.73261,26.898726,21.422004,9.4508813,2460600.5,19.88,,2021 VV99
6190,(2022 AE35),17:49:34.51,-27:19:37.3,-148.,6.E3,5649.,24.8,28.47,-3.441,267.39379166666663,-27.32702777777778,24.8,,2022 AE35,19.33,0.15,0.194246966,1.9321676,2460791.13900,312.02682,112.53986,4.0087134,2460600.5,19.33,,2022 AE35
6191,(2022 NT8),17:49:46.62,-30:32:23.1,11.2,-6.E3,5919.,23.0,28.34,-3.707,267.44424999999995,-30.53975,23.0,,2022 NT8,17.17,0.15,0.093622186,2.8908302,2459836.41060,301.81782,32.355163,8.403183,2460600.5,17.17,,2022 NT8
6192,(2022 OS74),17:48:53.25,-28:24:55.4,-690.,2.E3,1862.,22.9,26.64,0.854,267.221875,-28.415388888888888,22.9,,2022 OS74,17.11,0.15,0.04081912,3.0137146,2460021.68010,270.88882,83.322136,12.52709,2460600.5,17.11,,2022 OS74
6193,(2022 OS81),17:50:04.76,-29:56:41.9,250.,-4.E3,3786.,23.4,36.21,-11.54,267.5198333333333,-29.944972222222223,23.4,,2022 OS81,18.07,0.15,0.209024456,2.4700658,2459741.24390,30.898128,286.01651,10.235446,2460600.5,18.07,,2022 OS81
6194,(2022 PS4),17:48:36.37,-27:45:47.6,-911.,4.E3,4178.,23.5,30.47,-0.7548,267.1515416666667,-27.763222222222222,23.5,,2022 PS4,17.91,0.15,0.115988713,2.7526545,2459845.89710,277.93485,48.606840,8.1025424,2460600.5,17.91,,2022 PS4
6195,(2022 QZ19),17:49:12.10,-30:01:21.5,-442.,-4.E3,4081.,23.7,37.77,-5.924,267.30041666666665,-30.02263888888889,23.7,,2022 QZ19,18.47,0.15,0.198083379,2.4858584,2459728.75740,325.50302,341.74238,6.1845214,2460600.5,18.47,,2022 QZ19
6196,(2022 QE40),17:48:12.75,-28:45:04.3,-1.E3,520.,1328.,23.7,24.97,-1.776,267.05312499999997,-28.751194444444444,23.7,,2022 QE40,17.69,0.15,0.073300986,2.9812764,2460031.31730,286.17836,82.605984,8.4771606,2460600.5,17.69,,2022 QE40
6197,(2022 QO230),17:49:34.08,-27:41:58.9,-153.,4.E3,4308.,23.1,33.36,-0.6658,267.392,-27.699694444444443,23.1,,2022 QO230,17.69,0.15,0.121896157,2.7298502,2459739.45790,277.97638,26.360192,7.7588365,2460600.5,17.69,,2022 QO230
6198,(2022 SE90),17:49:04.80,-29:30:33.2,-538.,-2.E3,2273.,23.4,31.73,-14.4,267.27,-29.50922222222222,23.4,,2022 SE90,17.89,0.15,0.303665581,2.2083447,2459766.68160,48.884413,294.76171,17.030112,2460600.5,17.89,,2022 SE90
6199,(2023 QB37),17:50:21.40,-29:17:36.5,468.,-1.E3,1507.,22.8,46.9,2.049,267.58916666666664,-29.293472222222224,22.8,,2023 QB37,18.10,0.15,0.256983694,2.0020914,2460091.77850,268.20410,50.824771,12.205455,2460600.5,18.10,,2023 QB37
6200,(2023 RB106),17:49:24.29,-27:28:47.7,-282.,5.E3,5104.,23.2,22.95,-3.494,267.3512083333333,-27.479916666666664,23.2,,2023 RB106,17.08,0.15,0.07410338,2.976518,2460449.56310,332.61998,100.71099,3.8940082,2460600.5,17.08,,2023 RB106
6201,(2023 RD125),17:49:28.75,-28:59:15.9,-223.,-332.,399.8,25.2,28.48,-2.2,267.36979166666663,-28.987750000000002,25.2,,2023 RD125,19.51,0.15,0.27695986,2.0058205,2460248.80760,286.45922,87.215882,8.4586372,2460600.5,19.51,,2023 RD125
6202,(2023 TY6),17:49:09.20,-29:29:12.8,-480.,-2.E3,2182.,25.4,38.75,-7.981,267.2883333333333,-29.48688888888889,25.4,,2023 TY6,20.32,0.15,0.553254678,1.1663264,2460190.67360,355.65061,12.479638,5.9279326,2460600.5,20.32,,2023 TY6
6203,(2023 TW75),17:49:02.32,-28:00:08.0,-571.,3.E3,3267.,23.8,25.38,-0.9252,267.2596666666666,-28.002222222222223,23.8,,2023 TW75,17.93,0.15,0.050315072,2.9400552,2460399.41820,279.51174,134.90172,8.6279485,2460600.5,17.93,,2023 TW75
6204,(2023 UU44),17:49:07.39,-29:43:12.4,-504.,-3.E3,3010.,23.8,32.25,-13.53,267.28079166666663,-29.72011111111111,23.8,,2023 UU44,18.38,0.15,0.214531222,2.1876688,2460186.39960,43.695539,313.05803,14.453637,2460600.5,18.38,,2023 UU44
6205,(2023 UR64),17:48:56.44,-29:00:52.2,-648.,-428.,776.0,23.1,29.68,-0.4945,267.23516666666666,-29.0145,23.1,,2023 UR64,17.50,0.15,0.108095648,2.68589,2460020.77950,277.03191,66.894793,10.738072,2460600.5,17.50,,2023 UR64
6206,(2023 UZ66),17:48:28.58,-28:38:42.3,-1.E3,902.,1358.,23.2,27.67,-11.56,267.11908333333326,-28.645083333333332,23.2,,2023 UZ66,17.49,0.15,0.108242196,2.7225143,2460041.06210,48.856050,305.79293,14.18396,2460600.5,17.49,,2023 UZ66
6207,(2023 WH39),17:48:18.06,-27:00:04.2,-1.E3,7.E3,6918.,23.8,23.55,-10.84,267.07525,-27.001166666666666,23.8,,2023 WH39,17.75,0.15,0.143267051,2.7290088,2460016.86810,59.472663,311.62502,17.72896,2460600.5,17.75,,2023 WH39
6208,(2024 BW1),17:51:01.56,-29:27:28.7,995.,-2.E3,2255.,27.7,66.5,-8.893,267.7565,-29.45797222222222,27.7,,2024 BW1,25.12,0.15,0.240786299,0.9436588,2460801.52618,306.37946,133.91871,4.3755636,2460600.5,25.12,,2024 BW1
6209,(2024 RD69),17:50:41.27,-27:58:52.6,729.,3.E3,3372.,23.7,66.44,-13.36,267.6719583333333,-27.981277777777777,23.7,,2024 RD69,19.89,0.15,0.212359019,1.7169718,2460455.28680,22.407219,280.22773,6.7948102,2460600.5,19.89,,2024 RD69
6210,(2024 TA8),17:48:22.60,-27:36:46.2,-1.E3,5.E3,4747.,24.4,24.71,-4.48,267.09416666666664,-27.612833333333334,24.4,,2024 TA8,18.66,0.15,0.210861221,2.0491552,2460664.10581,346.91797,73.169144,3.9767216,2460600.5,18.66,,2024 TA8
6211,(2024 UX2),17:48:55.91,-29:08:52.4,-655.,-908.,1119.,26.5,47.5,-41.68,267.23295833333333,-29.14788888888889,26.5,,2024 UX2,23.70,0.15,0.364014311,0.94675119,2460688.36696,34.412362,78.763746,19.508539,2460600.5,23.70,,2024 UX2
6212,(2024 UN49),17:49:57.53,-29:07:08.0,155.,-804.,818.4,25.2,36.02,-3.505,267.4897083333333,-29.11888888888889,25.2,,2024 UN49,20.09,0.15,0.255627669,1.7571077,2460539.00785,294.83985,79.189318,6.8623922,2460600.5,20.09,,2024 UN49
6213,(2024 YR30),17:48:53.28,-29:58:26.8,-689.,-4.E3,3943.,23.0,25.16,-9.033,267.222,-29.97411111111111,23.0,,2024 YR30,17.07,0.15,0.0399564,3.0518131,2460742.95187,29.909780,87.617620,9.61613,2460600.5,17.07,,2024 YR30
6214,16537 (1991 PF11),17:48:33.56,-30:06:11.0,-948.,-4.E3,4448.,18.3,41.51,-2.348,267.13983333333334,-30.103055555555557,18.3,16537,1991 PF11,13.60,0.15,0.130848178,2.3968258,2459931.27630,287.96359,347.95241,8.3906675,2460600.5,13.60,16537,1991 PF11
6215,24317 Pukarhamal (2000 AL12),17:51:02.73,-28:18:27.8,1.E3,2.E3,2347.,19.5,52.29,-5.113,267.761375,-28.307722222222225,19.5,24317 Pukarhamal,2000 AL12,15.26,0.15,0.137882642,2.0386726,2460304.21290,318.30924,333.39351,4.275462,2460600.5,15.26,24317 Pukarhamal,2000 AL12
6216,30629 (4667 P-L),17:49:32.71,-28:13:29.0,-171.,2.E3,2421.,19.5,39.31,-9.184,267.38629166666664,-28.22472222222222,19.5,30629,4667 P-L,14.54,0.15,0.209422679,2.1564467,2460125.09910,27.064372,303.31875,7.0102456,2460600.5,14.54,30629,4667 P-L
6217,38203 Sanner (1999 MJ),17:49:32.75,-27:57:13.3,-171.,3.E3,3395.,19.2,41.75,-1.861,267.38645833333334,-27.953694444444444,19.2,38203 Sanner,1999 MJ,14.48,0.15,0.12397426,2.2168028,2460272.36810,285.83938,33.742286,5.9217127,2460600.5,14.48,38203 Sanner,1999 MJ
6218,42290 (2001 TU114),17:49:29.32,-28:38:12.3,-216.,932.,956.6,19.8,34.14,-5.779,267.3721666666666,-28.63675,19.8,42290,2001 TU114,14.69,0.15,0.052095461,2.6043368,2460131.88900,344.38137,334.08853,4.7692759,2460600.5,14.69,42290,2001 TU114
6219,47199 (1999 TY204),17:48:21.82,-27:21:14.9,-1.E3,6.E3,5659.,19.8,58.71,-8.364,267.09091666666666,-27.35413888888889,19.8,47199,1999 TY204,15.84,0.15,0.234902682,1.6480551,2460528.20935,4.2456001,321.64043,4.0743252,2460600.5,15.84,47199,1999 TY204
6220,53823 (2000 ED145),17:48:49.10,-26:58:44.0,-744.,7.E3,6941.,20.5,39.88,-3.854,267.2045833333333,-26.978888888888886,20.5,53823,2000 ED145,16.01,0.15,0.05881222,2.0887201,2461034.38595,315.90876,146.86404,3.2328938,2460600.5,16.01,53823,2000 ED145
6221,57637 (2001 TH189),17:48:29.77,-29:10:42.2,-998.,-1.E3,1425.,19.7,46.9,-6.315,267.12404166666664,-29.17838888888889,19.7,57637,2001 TH189,15.30,0.15,0.129721329,2.133272,2460269.29000,325.52068,335.73660,5.0269894,2460600.5,15.30,57637,2001 TH189
6222,72031 (2000 XO34),17:48:40.55,-30:06:25.4,-856.,-4.E3,4443.,19.5,34.97,-15.77,267.1689583333333,-30.107055555555558,19.5,72031,2000 XO34,14.59,0.15,0.094748445,2.3343271,2461202.16152,38.343956,128.48926,13.539859,2460600.5,14.59,72031,2000 XO34
6223,76994 (2001 BW73),17:49:56.30,-27:29:15.0,138.,5.E3,5071.,20.3,50.65,-2.737,267.4845833333333,-27.4875,20.3,76994,2001 BW73,16.16,0.15,0.109809259,2.089689,2460134.22710,293.55725,292.87771,4.2591,2460600.5,16.16,76994,2001 BW73
6224,108793 (2001 OJ66),17:49:51.60,-27:52:38.0,76.7,4.E3,3667.,20.8,32.39,-2.63,267.465,-27.877222222222223,20.8,108793,2001 OJ66,15.76,0.15,0.089279569,2.2343976,2460949.58269,295.58081,165.85625,5.2235475,2460600.5,15.76,108793,2001 OJ66
6225,112219 (2002 KV),17:49:24.59,-28:55:27.8,-278.,-104.,296.6,20.5,49.55,-10.42,267.3524583333333,-28.924388888888892,20.5,112219,2002 KV,16.24,0.15,0.101711814,2.0789139,2460365.82850,9.9619329,286.28629,6.1283448,2460600.5,16.24,112219,2002 KV
6226,115155 (2003 SJ71),17:49:28.13,-29:22:27.9,-232.,-2.E3,1739.,20.8,42.84,-2.997,267.36720833333334,-29.37441666666667,20.8,115155,2003 SJ71,16.32,0.15,0.051685986,2.197128,2459997.97900,291.27536,249.04645,6.766458,2460600.5,16.32,115155,2003 SJ71
6227,116070 (2003 WV120),17:49:10.94,-29:41:24.3,-457.,-3.E3,2896.,20.8,28.71,0.9709,267.2955833333333,-29.690083333333334,20.8,116070,2003 WV120,15.44,0.15,0.106031895,2.338106,2460560.77457,271.24010,125.98371,13.802159,2460600.5,15.44,116070,2003 WV120
6228,137417 (1999 TW194),17:50:31.92,-27:13:30.9,606.,6.E3,6044.,21.2,41.61,-6.768,267.6329999999999,-27.22525,21.2,137417,1999 TW194,16.52,0.15,0.199397203,1.8708819,2460500.66470,14.250424,339.88647,4.4293209,2460600.5,16.52,137417,1999 TW194
6229,138651 (2000 RQ59),17:49:13.06,-28:06:29.1,-429.,3.E3,2868.,21.6,18.95,-3.076,267.3044166666666,-28.108083333333333,21.6,138651,2000 RQ59,15.18,0.15,0.152686409,2.7103169,2460390.28840,320.38309,104.77198,4.7611881,2460600.5,15.18,138651,2000 RQ59
6230,139911 (2001 RU108),17:49:01.83,-28:14:05.5,-577.,2.E3,2448.,21.3,30.8,-6.179,267.25762499999996,-28.234861111111112,21.3,139911,2001 RU108,16.02,0.15,0.037260766,2.6101232,2460552.19544,3.7646725,38.692713,4.9198586,2460600.5,16.02,139911,2001 RU108
6231,140172 (2001 SX184),17:48:53.10,-27:32:25.4,-692.,5.E3,4928.,21.0,34.0,-7.073,267.22125,-27.54038888888889,21.0,140172,2001 SX184,15.94,0.15,0.021367772,2.6487077,2460068.83490,22.154630,271.75834,5.3906763,2460600.5,15.94,140172,2001 SX184
6232,143908 (2003 YR65),17:50:15.89,-27:39:03.0,396.,4.E3,4499.,21.1,40.0,-1.242,267.56620833333324,-27.65083333333333,21.1,143908,2003 YR65,16.50,0.15,0.05338756,2.2514396,2461211.78181,281.39207,241.63836,5.9428635,2460600.5,16.50,143908,2003 YR65
6233,144818 (2004 JD5),17:48:21.04,-28:39:32.4,-1.E3,852.,1402.,20.7,28.28,-9.47,267.0876666666667,-28.659,20.7,144818,2004 JD5,15.08,0.15,0.058646867,2.9901392,2459633.15650,38.806882,251.21082,9.7744413,2460600.5,15.08,144818,2004 JD5
6234,145726 (1994 GF2),17:49:15.01,-30:03:27.7,-404.,-4.E3,4203.,21.7,23.66,-8.957,267.3125416666666,-30.057694444444444,21.7,145726,1994 GF2,15.95,0.15,0.148706397,2.345228,2460654.42943,28.914833,41.198348,9.4867374,2460600.5,15.95,145726,1994 GF2
6235,151855 (2003 HH8),17:49:09.36,-30:10:11.8,-478.,-5.E3,4612.,21.5,27.41,-8.016,267.289,-30.169944444444447,21.5,151855,2003 HH8,15.89,0.15,0.193683904,2.2260453,2460326.98680,11.069272,6.9860812,7.4012107,2460600.5,15.89,151855,2003 HH8
6236,163090 (2002 AK80),17:48:22.83,-27:01:54.8,-1.E3,7.E3,6799.,21.2,38.14,-5.423,267.095125,-27.031888888888886,21.2,163090,2002 AK80,16.62,0.15,0.126808072,1.9900798,2461168.41727,349.58269,147.06370,3.3071975,2460600.5,16.62,163090,2002 AK80
6237,164975 (2000 AO117),17:49:29.05,-27:52:45.4,-219.,4.E3,3666.,21.5,24.02,-0.5317,267.37104166666666,-27.879277777777776,21.5,164975,2000 AO117,15.76,0.15,0.188420659,2.1233255,2460665.28744,276.14482,144.69675,8.9673464,2460600.5,15.76,164975,2000 AO117
6238,171977 (2001 TO134),17:48:49.40,-28:18:12.5,-740.,2.E3,2257.,22.4,15.22,-0.9297,267.2058333333333,-28.303472222222222,22.4,171977,2001 TO134,15.65,0.15,0.296910893,2.1820891,2460377.44240,279.52190,141.74825,10.345506,2460600.5,15.65,171977,2001 TO134
6239,172593 Vorosmarty (2003 VM),17:49:44.55,-27:38:36.2,-15.9,5.E3,4508.,21.5,27.91,-11.71,267.43562499999996,-27.64338888888889,21.5,172593 Vorosmarty,2003 VM,16.05,0.15,0.130977085,2.2843105,2460530.03254,52.631914,343.05200,14.636101,2460600.5,16.05,172593 Vorosmarty,2003 VM
6240,173601 (2001 DJ59),17:48:15.27,-28:08:03.4,-1.E3,3.E3,2989.,21.8,35.52,-6.545,267.06362499999994,-28.13427777777778,21.8,173601,2001 DJ59,17.15,0.15,0.161387555,1.9768688,2461167.89991,351.61784,146.21488,4.3894605,2460600.5,17.15,173601,2001 DJ59
6241,184663 (2005 SM52),17:49:04.29,-28:47:13.7,-545.,390.,670.4,21.7,28.47,-5.351,267.26787499999995,-28.78713888888889,21.7,184663,2005 SM52,16.31,0.15,0.060730226,2.5848471,2460804.67892,341.98005,114.88329,4.9338669,2460600.5,16.31,184663,2005 SM52
6242,185004 (2006 PD9),17:48:52.04,-29:08:40.9,-705.,-897.,1140.,22.0,46.65,-5.733,267.21683333333334,-29.144694444444443,22.0,185004,2006 PD9,17.57,0.15,0.135432268,2.0096558,2460441.00730,317.80008,8.2027009,5.1115121,2460600.5,17.57,185004,2006 PD9
6243,187209 (2005 SH104),17:48:41.88,-27:19:45.8,-839.,6.E3,5701.,22.0,30.0,-6.118,267.17449999999997,-27.32938888888889,22.0,187209,2005 SH104,16.60,0.15,0.059166361,2.6117952,2460368.56700,22.313798,352.21530,5.0554699,2460600.5,16.60,187209,2005 SH104
6244,195249 (2002 EX42),17:48:59.47,-27:37:56.9,-608.,5.E3,4588.,22.0,30.48,-3.933,267.24779166666667,-27.632472222222223,22.0,195249,2002 EX42,16.91,0.15,0.1928347,2.0502891,2461122.45769,320.31401,174.67329,3.9215333,2460600.5,16.91,195249,2002 EX42
6245,197393 (2003 YO23),17:48:58.91,-29:31:01.2,-615.,-2.E3,2320.,21.2,24.58,-8.714,267.2454583333333,-29.517,21.2,197393,2003 YO23,15.62,0.15,0.243829537,2.3229087,2461094.72648,26.673334,122.32419,8.4443776,2460600.5,15.62,197393,2003 YO23
